photo_name,settings,desc,DateTimeOriginal,ExposureTime,FNumber,Flash,ISOSpeedRatings,FocalLength,FocalLengthIn35mmFilm,ImageDescription
20190808_01.jpg,1/4 at f4,"1. August 8, 2019 Kiersten in bedroom",2019-08-08 19:00:00,1/4,f4,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190808_02.jpg,1/1000 at f1.8,2. Kiersten driving,2019-08-08 19:30:00,1/1000,f1.8,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190808_03.jpg,1/000 at f16,3. WTC,2019-08-08 19:35:00,1/1000,f16,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190808_04.jpg,1/125 at f2.8,4. Mirror shot,2019-08-08 19:40:00,1/125,f2.8,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190808_05.jpg,1/60 at f2.8,5. City on Whitestone bridge,2019-08-08 19:45:00,1/60,f2.8,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_01.jpg,1/1000 at f5,"6. August 9, 2018 Chair in window",2019-08-09 09:00:00,1/1000,f5,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_02.jpg,1/1000 at f2.8,7. Open flag,2019-08-09 09:30:00,1/1000,f2.8,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_03.jpg,1/1000 at f2.8 ISO 200,8. Babe eating donut,2019-08-09 09:35:00,1/1000,f2.8,0,200,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_04.jpg,1/1000 at f2.8 ISO 200,9. Portrait of babe,2019-08-09 09:40:00,1/1000,f2.8,0,200,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_05.jpg,1/1000 at f2.8 ISO 200,10. Oops.,2019-08-09 09:45:00,1/1000,f2.8,0,200,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_06.jpg,1/1000 at f16 ISO 200,11. Babe at ocean,2019-08-09 12:05:00,1/1000,f16,0,200,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_07.jpg,1/1000 at f16 ISO 100,12. House,2019-08-09 12:06:00,1/1000,f16,0,100,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_08.jpg,1/1000 at f8 ISO 100,13. Arnold’s,2019-08-09 14:00:00,1/1000,f8,0,100,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_09.jpg,1/1000 at f8 ISO 100,14. Arnold’s Roof,2019-08-09 14:01:00,1/1000,f8,0,100,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_10.jpg,1/1000 at f1.8 ISO 200,15. Onion rings,2019-08-09 14:15:00,1/1000,f1.8,0,200,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_11.jpg,1/1000 at f5.6 ISO 200,16. Crush pad,2019-08-09 16:00:00,1/1000,f5.6,0,200,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_12.jpg,1/1000 at f2.8 ISO 100,17. Truro Vinyards barrels,2019-08-09 16:30:00,1/1000,f2.8,0,100,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_13.jpg,1/1000 at f2.8 ISO 200,18. Me and babe by vines,2019-08-09 16:40:00,1/1000,f2.8,0,200,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_14.jpg,1/1000 at f4,19. Methodist Church,2019-08-09 19:00:00,1/1000,f4,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_15.jpg,1/30 at f2.8,20. Babe and books,2019-08-09 19:05:00,1/30,f2.8,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_16.jpg,1/30 at f11,21. Into the ice cream shop,2019-08-09 19:15:00,1/30,f11,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_17.jpg,1/60 at f11,22. Bandstand,2019-08-09 20:00:00,1/60,f11,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_18.jpg,1/60 at f11,23. Bandstand a few minutes later,2019-08-09 20:03:00,1/60,f11,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_19.jpg,1/15 at f5.6,24. Babe at a bistro,2019-08-09 20:30:00,1/15,f5.6,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190809_20.jpg,1/15 at f1.8,25. Flowers at bistro,2019-08-09 20:35:00,1/15,f1.8,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_01.jpg,1/125 at f8,"26. August 10, 2019 Babe in bed",2019-08-10 09:00:00,1/125,f8,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_02.jpg,1/1000 at f16 ISO 100,27. Green umbrella,2019-08-10 09:30:00,1/1000,f16,0,100,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_03.jpg,1/1000 at f4 ISO 100,28. Rocking horse,2019-08-10 11:00:00,1/1000,f4,0,100,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_04.jpg,1/1000 at f1.8 ISO 100,29. Chicken,2019-08-10 11:10:00,1/1000,f1.8,0,100,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_05.jpg,1/1000 at f4 ISO 100,30. Goose and stuff,2019-08-10 11:20:00,1/1000,f4,0,100,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_06.jpg,1/1000 at f8,31. Babe and basket,2019-08-10 11:30:00,1/1000,f8,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_07.jpg,1/125 at f2.8,32. Lightbulb,2019-08-10 13:45:00,1/125,f2.8,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_09.jpg,1/1000 at f16,33. Beach,2019-08-10 14:00:00,1/1000,f16,0,400,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_09.jpg,1/1000 at f16 ISO 200,34. Beach,2019-08-10 14:01:00,1/1000,f16,0,200,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_10.jpg,1/1000 at f16 ISO 100,35. Beach,2019-08-10 14:02:00,1/1000,f16,0,100,50,50,Shot of Fujifilm Superia X-tra 400 
20190810_11.jpg,1/1000 at f5.6 ISO 200,36. Babe at beach,2019-08-10 14:30:00,1/1000,f5.6,0,200,50,50,Shot of Fujifilm Superia X-tra 400 